ticker,company_name,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,sig_7,sig_7_label,sig_8,sig_8_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
SO,The Southern Company,93.27,,2,4,2,Moderately bullish,251,Daily,bear,Bearish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.0% 10-bar),neutral,Intraday only,session,95.04,89.07,bullish,92.76,R 38.2%,91.35,R 61.8%,95.04,E 100.0%,96.66,E 127.2%,98.73,E 161.8%,1.62,2.77,4.23,95.04,E 100.0%,92.76,93.63,93.63,92.76,92.06,91.35,90.35,95.04,96.66,97.32,98.73,101.01,104.7
TSCO,Tractor Supply Company,31.26,,2,4,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,3 open gap(s) above (resistance),bear,Overbought · Wide divergence,bull,Bullish zone · Zero-line cross ↑,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,31.58,28.36,bullish,30.35,R 38.2%,29.59,R 61.8%,31.58,E 100.0%,32.46,E 127.2%,33.57,E 161.8%,1.62,2.78,4.24,31.58,E 100.0%,30.82,31.58,30.82,30.35,29.97,29.59,29.05,31.58,32.46,32.81,33.57,34.8,36.79
TXT,Textron Inc.,93.75,,2,4,2,Moderately bullish,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+4.2% 10-bar),neutral,Intraday only,session,94.72,89.6,bullish,92.76,R 38.2%,91.56,R 61.8%,94.72,E 100.0%,96.11,E 127.2%,97.88,E 161.8%,1.63,2.79,4.27,94.72,E 100.0%,93.51,94.72,93.51,92.76,92.16,91.56,90.7,94.72,96.11,96.68,97.88,99.84,103.0
VRSK,"Verisk Analytics, Inc.",182.0,,2,4,2,Moderately bullish,251,Daily,bear,Bearish harami,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,Overbought,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.5% 10-bar),neutral,Intraday only,session,185.27,175.17,bullish,181.41,R 38.2%,179.03,R 61.8%,185.27,E 100.0%,188.02,E 127.2%,191.51,E 161.8%,1.62,2.78,4.24,185.27,E 100.0%,181.41,182.89,182.89,181.41,180.22,179.03,177.33,185.27,188.02,189.13,191.51,195.37,201.61
WAT,Waters Corporation,359.74,,2,4,2,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bull,Bullish zone,bull,Breakout above prior resistance,neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,session,384.99,354.53,bullish,373.35,R 38.2%,366.17,R 61.8%,384.99,E 100.0%,393.28,E 127.2%,403.81,E 161.8%,1.62,2.78,4.24,384.99,E 100.0%,,361.05,377.8,373.35,369.76,366.17,361.05,384.99,393.28,396.63,403.81,415.45,434.27
WM,"Waste Management, Inc.",218.79,,2,4,2,Moderately bullish,251,Daily,bear,Bearish engulfing,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+4.7% 10-bar),neutral,Intraday only,session,225.81,209.21,bullish,219.47,R 38.2%,215.55,R 61.8%,225.81,E 100.0%,230.32,E 127.2%,236.07,E 161.8%,1.62,2.77,4.23,225.81,E 100.0%,217.51,219.47,221.89,219.47,217.51,215.55,212.77,225.81,230.32,232.15,236.07,242.41,252.66
ZBH,"Zimmer Biomet Holdings, Inc.",87.14,,2,4,2,Moderately bullish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.4% 10-bar),neutral,Intraday only,session,90.5,82.17,bullish,87.32,R 38.2%,85.35,R 61.8%,90.5,E 100.0%,92.77,E 127.2%,95.65,E 161.8%,1.61,2.77,4.23,90.5,E 100.0%,86.33,87.32,88.53,87.32,86.33,85.35,83.95,90.5,92.77,93.68,95.65,98.83,103.98
ABBV,AbbVie Inc.,224.77,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.0% 10-bar),neutral,Intraday only,session,230.47,208.99,bullish,222.26,R 38.2%,217.2,R 61.8%,230.47,E 100.0%,236.31,E 127.2%,243.74,E 161.8%,1.62,2.78,4.25,230.47,E 100.0%,222.26,225.4,225.4,222.26,219.73,217.2,213.59,230.47,236.31,238.68,243.74,251.95,265.22
ABNB,"Airbnb, Inc.",130.87,,1,3,2,Neutral,251,Daily,bull,Bullish engulfing,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Break below prior support,neutral,In line with market,neutral,Intraday only,session,137.24,127.3,bullish,133.44,R 38.2%,131.1,R 61.8%,137.24,E 100.0%,139.94,E 127.2%,143.37,E 161.8%,1.62,2.78,4.24,137.24,E 100.0%,129.43,131.1,134.89,133.44,132.27,131.1,129.43,137.24,139.94,141.03,143.37,147.17,153.31
ADP,"Automatic Data Processing, Inc.",225.77,,1,3,2,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,237.11,225.0,bullish,232.48,R 38.2%,229.63,R 61.8%,237.11,E 100.0%,240.4,E 127.2%,244.59,E 161.8%,1.62,2.78,4.25,237.11,E 100.0%,,227.59,234.25,232.48,231.06,229.63,227.59,237.11,240.4,241.74,244.59,249.22,256.7
AIZ,"Assurant, Inc.",258.5,,1,4,3,Neutral,251,Daily,bear,Bearish harami,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,3 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.1% 10-bar),neutral,Intraday only,session,260.51,246.14,bullish,255.02,R 38.2%,251.62,R 61.8%,260.51,E 100.0%,264.41,E 127.2%,269.39,E 161.8%,1.61,2.76,4.23,260.51,E 100.0%,257.11,260.51,257.11,255.02,253.32,251.62,249.21,260.51,264.41,265.99,269.39,274.87,283.75
AKAM,"Akamai Technologies, Inc.",132.46,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Wide divergence below SMA,bull,1 open gap(s) below (support),bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-5.2% 10-bar),neutral,Intraday only,session,164.8,127.49,bullish,150.55,R 38.2%,141.74,R 61.8%,164.8,E 100.0%,174.95,E 127.2%,187.86,E 161.8%,1.62,2.77,4.23,164.8,E 100.0%,,135.47,155.99,150.55,146.15,141.74,135.47,164.8,174.95,179.05,187.86,202.11,225.17
ALGN,"Align Technology, Inc.",176.51,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+4.1% 10-bar),neutral,Intraday only,session,179.85,160.7,bullish,172.53,R 38.2%,168.02,R 61.8%,179.85,E 100.0%,185.06,E 127.2%,191.68,E 161.8%,1.62,2.78,4.25,179.85,E 100.0%,175.33,179.85,175.33,172.53,170.28,168.02,164.8,179.85,185.06,187.17,191.68,199.0,210.83
AMGN,Amgen Inc.,354.06,,1,4,3,Neutral,251,Daily,bull,Bullish bar,bull,Significantly above trend,bull,Wide divergence above SMA,neutral,Open gaps above and below,bear,Overbought · Wide divergence,bear,Overbought (> +100),bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+7.5% 10-bar),neutral,Intraday only,session,358.46,322.3,bullish,344.65,R 38.2%,336.11,R 61.8%,358.46,E 100.0%,368.3,E 127.2%,380.81,E 161.8%,1.62,2.77,4.23,358.46,E 100.0%,349.93,358.46,349.93,344.65,340.38,336.11,330.04,358.46,368.3,372.27,380.81,394.62,416.97
AON,Aon plc,335.17,,1,4,3,Neutral,251,Daily,bull,Inverted hammer,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+7.5% 10-bar),neutral,Intraday only,session,340.76,311.07,bullish,329.42,R 38.2%,322.41,R 61.8%,340.76,E 100.0%,348.84,E 127.2%,359.11,E 161.8%,1.62,2.77,4.24,340.76,E 100.0%,333.75,340.76,333.75,329.42,325.92,322.41,317.42,340.76,348.84,352.1,359.11,370.45,388.8
AVGO,Broadcom Inc.,385.57,,1,4,3,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bear,Wide divergence below SMA,neutral,Open gaps above and below,bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,bear,Underperforming SPY strongly (-7.4% 10-bar),neutral,Intraday only,session,495.0,370.33,bullish,447.38,R 38.2%,417.95,R 61.8%,495.0,E 100.0%,528.91,E 127.2%,572.05,E 161.8%,1.62,2.77,4.24,495.0,E 100.0%,,397.01,465.58,447.38,432.66,417.95,397.01,495.0,528.91,542.62,572.05,619.67,696.72
AXP,American Express Company,318.49,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+3.3% 10-bar),neutral,Intraday only,session,322.54,300.03,bullish,313.94,R 38.2%,308.63,R 61.8%,322.54,E 100.0%,328.66,E 127.2%,336.45,E 161.8%,1.62,2.77,4.24,322.54,E 100.0%,317.23,322.54,317.23,313.94,311.29,308.63,304.85,322.54,328.66,331.14,336.45,345.05,358.96
BKNG,Booking Holdings Inc.,163.59,,1,3,2,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Bearish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,171.92,158.12,bullish,166.65,R 38.2%,163.39,R 61.8%,171.92,E 100.0%,175.67,E 127.2%,180.45,E 161.8%,1.62,2.77,4.23,171.92,E 100.0%,163.39,165.02,168.66,166.65,165.02,163.39,161.07,171.92,175.67,177.19,180.45,185.72,194.25
BMY,Bristol-Myers Squibb Company,56.9,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,5 open gap(s) below (support),bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),bull,Outperforming SPY moderately (+2.2% 10-bar),neutral,Intraday only,session,57.82,54.2,bullish,56.44,R 38.2%,55.58,R 61.8%,57.82,E 100.0%,58.8,E 127.2%,60.06,E 161.8%,1.6,2.74,4.21,57.82,E 100.0%,56.44,56.97,56.97,56.44,56.01,55.58,54.97,57.82,58.8,59.2,60.06,61.44,63.68
CAG,"Conagra Brands, Inc.",13.45,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,2 open gap(s) above (resistance),bear,Overbought · Wide divergence,bull,Bullish zone · Zero-line cross ↑,bear,Break below prior support,bull,Outperforming SPY moderately (+2.8% 10-bar),neutral,Intraday only,session,13.54,12.53,bullish,13.15,R 38.2%,12.92,R 61.8%,13.54,E 100.0%,13.81,E 127.2%,14.16,E 161.8%,1.7,2.87,4.39,13.54,E 100.0%,13.3,13.54,13.3,13.15,13.03,12.92,12.75,13.54,13.81,13.93,14.16,14.55,15.17
CI,Cigna Corporation,294.84,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.5% 10-bar),neutral,Intraday only,session,298.0,268.87,bullish,286.87,R 38.2%,280.0,R 61.8%,298.0,E 100.0%,305.92,E 127.2%,316.0,E 161.8%,1.62,2.77,4.24,298.0,E 100.0%,291.13,298.0,291.13,286.87,283.44,280.0,275.11,298.0,305.92,309.13,316.0,327.13,345.13
DASH,"DoorDash, Inc.",154.59,,1,3,2,Neutral,251,Daily,bull,Bullish engulfing,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,session,162.53,146.11,bullish,156.26,R 38.2%,152.38,R 61.8%,162.53,E 100.0%,167.0,E 127.2%,172.68,E 161.8%,1.62,2.77,4.23,162.53,E 100.0%,154.32,156.26,158.65,156.26,154.32,152.38,149.62,162.53,167.0,168.8,172.68,178.95,189.1
DGX,Quest Diagnostics Incorporated,203.83,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,1 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+6.1% 10-bar),neutral,Intraday only,session,207.5,191.02,bullish,201.2,R 38.2%,197.32,R 61.8%,207.5,E 100.0%,211.98,E 127.2%,217.68,E 161.8%,1.62,2.78,4.25,207.5,E 100.0%,203.61,207.5,203.61,201.2,199.26,197.32,194.55,207.5,211.98,213.8,217.68,223.98,234.16
DHI,"D.R. Horton, Inc.",154.43,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.3% 10-bar),neutral,Intraday only,session,154.52,143.63,bullish,150.36,R 38.2%,147.79,R 61.8%,154.52,E 100.0%,157.48,E 127.2%,161.25,E 161.8%,1.62,2.77,4.24,154.52,E 100.0%,151.95,154.52,151.95,150.36,149.08,147.79,145.96,154.52,157.48,158.68,161.25,165.41,172.14
DHR,Danaher Corporation,180.79,,1,3,2,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,189.21,173.63,bullish,183.26,R 38.2%,179.58,R 61.8%,189.21,E 100.0%,193.45,E 127.2%,198.84,E 161.8%,1.62,2.77,4.23,189.21,E 100.0%,179.58,181.42,185.53,183.26,181.42,179.58,176.96,189.21,193.45,195.16,198.84,204.79,214.42
DLR,"Digital Realty Trust, Inc.",182.84,,1,4,3,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bear,Near 20-period SMA (below),bear,1 open gap(s) above (resistance),bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),neutral,In line with market,neutral,Intraday only,session,189.25,178.41,bullish,185.11,R 38.2%,182.55,R 61.8%,189.25,E 100.0%,192.2,E 127.2%,195.95,E 161.8%,1.62,2.77,4.23,189.25,E 100.0%,182.55,183.83,186.69,185.11,183.83,182.55,180.73,189.25,192.2,193.39,195.95,200.09,206.79
DRI,"Darden Restaurants, Inc.",210.84,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),bull,Above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought · Wide divergence,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.3% 10-bar),neutral,Intraday only,session,210.99,191.73,bullish,203.63,R 38.2%,199.09,R 61.8%,210.99,E 100.0%,216.23,E 127.2%,222.89,E 161.8%,1.62,2.78,4.24,210.99,E 100.0%,206.44,210.99,206.44,203.63,201.36,199.09,195.85,210.99,216.23,218.35,222.89,230.25,242.15
ETN,Eaton Corporation plc,393.64,,1,3,2,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bull,Bounce off prior support,neutral,"Short-term pullback, medium-term RS intact",neutral,Intraday only,session,426.59,375.04,bullish,406.9,R 38.2%,394.73,R 61.8%,426.59,E 100.0%,440.61,E 127.2%,458.45,E 161.8%,1.62,2.77,4.24,426.59,E 100.0%,386.07,394.73,414.42,406.9,400.82,394.73,386.07,426.59,440.61,446.28,458.45,478.14,510.0
EW,Edwards Lifesciences Corporation,85.76,,1,3,2,Neutral,251,Daily,bear,Shooting star,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bull,Breakout above prior resistance,neutral,In line with market,neutral,Intraday only,session,89.48,84.7,bullish,87.65,R 38.2%,86.53,R 61.8%,89.48,E 100.0%,90.78,E 127.2%,92.43,E 161.8%,1.63,2.79,4.27,89.48,E 100.0%,85.72,86.53,88.35,87.65,87.09,86.53,85.72,89.48,90.78,91.31,92.43,94.26,97.21
EXPE,"Expedia Group, Inc.",224.66,,1,3,2,Neutral,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,Open gaps above and below,bear,%K below %D (bearish cross),bear,Bearish zone · Zero-line cross ↓,bull,Above SMA (acting as support),neutral,In line with market,neutral,Intraday only,session,234.84,216.18,bullish,227.71,R 38.2%,223.31,R 61.8%,234.84,E 100.0%,239.92,E 127.2%,246.37,E 161.8%,1.62,2.77,4.24,234.84,E 100.0%,223.31,225.51,230.44,227.71,225.51,223.31,220.17,234.84,239.92,241.97,246.37,253.5,265.04
EXR,Extra Space Storage Inc.,150.26,,1,4,3,Neutral,251,Daily,bear,Bearish harami,neutral,In line with trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.3% 10-bar),neutral,Intraday only,session,151.75,139.88,bullish,147.22,R 38.2%,144.41,R 61.8%,151.75,E 100.0%,154.98,E 127.2%,159.09,E 161.8%,1.61,2.76,4.22,151.75,E 100.0%,148.95,151.75,148.95,147.22,145.82,144.41,142.42,151.75,154.98,156.28,159.09,163.62,170.96
GEV,GE Vernova Inc.,906.79,,1,4,3,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Below SMA (acting as resistance),bear,Underperforming SPY strongly (-6.7% 10-bar),neutral,Intraday only,session,992.0,856.01,bullish,940.05,R 38.2%,907.96,R 61.8%,992.0,E 100.0%,1028.99,E 127.2%,1076.04,E 161.8%,1.62,2.77,4.24,992.0,E 100.0%,885.11,907.96,959.91,940.05,924.01,907.96,885.11,992.0,1028.99,1043.95,1076.04,1127.99,1212.03
GILD,"Gilead Sciences, Inc.",125.87,,1,3,2,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bull,Oversold (< -100),bear,Break below prior support,neutral,In line with market,neutral,Intraday only,session,131.66,121.39,bullish,127.74,R 38.2%,125.31,R 61.8%,131.66,E 100.0%,134.45,E 127.2%,138.01,E 161.8%,1.61,2.76,4.23,131.66,E 100.0%,125.31,126.53,129.24,127.74,126.53,125.31,123.59,131.66,134.45,135.58,138.01,141.93,148.28
GL,Globe Life Inc.,165.1,,1,4,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Wide divergence above SMA,bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+9.6% 10-bar),neutral,Intraday only,session,165.78,148.34,bullish,159.12,R 38.2%,155.0,R 61.8%,165.78,E 100.0%,170.52,E 127.2%,176.56,E 161.8%,1.62,2.77,4.23,165.78,E 100.0%,161.66,165.78,161.66,159.12,157.06,155.0,152.07,165.78,170.52,172.44,176.56,183.22,194.0
GWW,"W.W. Grainger, Inc.",1313.96,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+7.6% 10-bar),neutral,Intraday only,session,1349.74,1245.15,bullish,1309.79,R 38.2%,1285.1,R 61.8%,1349.74,E 100.0%,1378.19,E 127.2%,1414.38,E 161.8%,1.62,2.77,4.24,1349.74,E 100.0%,1309.79,1325.06,1325.06,1309.79,1297.45,1285.1,1267.53,1349.74,1378.19,1389.69,1414.38,1454.33,1518.97
HBAN,Huntington Bancshares Incorporated,17.21,,1,4,3,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+9.0% 10-bar),neutral,Intraday only,session,17.24,15.76,bullish,16.67,R 38.2%,16.32,R 61.8%,17.24,E 100.0%,17.64,E 127.2%,18.15,E 161.8%,1.63,2.77,4.23,17.24,E 100.0%,16.89,17.24,16.89,16.67,16.5,16.32,16.08,17.24,17.64,17.8,18.15,18.71,19.62
HD,"The Home Depot, Inc.",326.01,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Wide divergence above SMA,bear,2 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+4.5% 10-bar),neutral,Intraday only,session,327.03,304.83,bullish,318.55,R 38.2%,313.31,R 61.8%,327.03,E 100.0%,333.07,E 127.2%,340.75,E 161.8%,1.62,2.77,4.24,327.03,E 100.0%,321.79,327.03,321.79,318.55,315.93,313.31,309.58,327.03,333.07,335.51,340.75,349.23,362.94
HSIC,"Henry Schein, Inc.",80.22,,1,4,3,Neutral,251,Daily,bull,Bullish harami,neutral,In line with trend,bull,Wide divergence above SMA,bull,2 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,bull,Outperforming SPY strongly (+7.3% 10-bar),neutral,Intraday only,session,81.21,75.44,bullish,79.01,R 38.2%,77.64,R 61.8%,81.21,E 100.0%,82.78,E 127.2%,84.78,E 161.8%,1.61,2.75,4.21,81.21,E 100.0%,79.85,81.21,79.85,79.01,78.33,77.64,76.67,81.21,82.78,83.41,84.78,86.98,90.55
HUM,Humana Inc.,368.69,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Wide divergence above SMA,bull,4 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+21.7% 10-bar),neutral,Intraday only,session,372.7,318.13,bullish,351.85,R 38.2%,338.98,R 61.8%,372.7,E 100.0%,387.54,E 127.2%,406.42,E 161.8%,1.62,2.77,4.24,372.7,E 100.0%,359.82,372.7,359.82,351.85,345.42,338.98,329.81,372.7,387.54,393.55,406.42,427.27,460.99
ITW,Illinois Tool Works Inc.,254.45,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+4.2% 10-bar),neutral,Intraday only,session,257.47,246.11,bullish,253.13,R 38.2%,250.45,R 61.8%,257.47,E 100.0%,260.56,E 127.2%,264.49,E 161.8%,1.62,2.77,4.24,257.47,E 100.0%,253.13,254.79,254.79,253.13,251.79,250.45,248.54,257.47,260.56,261.81,264.49,268.83,275.85
JNJ,Johnson & Johnson,238.33,,1,4,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,4 open gap(s) below (support),bear,Overbought,bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+5.5% 10-bar),neutral,Intraday only,session,241.6,221.17,bullish,233.8,R 38.2%,228.97,R 61.8%,241.6,E 100.0%,247.16,E 127.2%,254.23,E 161.8%,1.61,2.77,4.23,241.6,E 100.0%,236.78,241.6,236.78,233.8,231.39,228.97,225.54,241.6,247.16,249.4,254.23,262.03,274.66
KEYS,"Keysight Technologies, Inc.",340.03,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),bull,5 open gap(s) below (support),bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Below SMA (acting as resistance),bull,Outperforming SPY moderately (+2.5% 10-bar),neutral,Intraday only,session,355.49,315.01,bullish,340.03,R 38.2%,330.47,R 61.8%,355.49,E 100.0%,366.5,E 127.2%,380.51,E 161.8%,1.62,2.77,4.23,355.49,E 100.0%,335.25,340.03,345.94,340.03,335.25,330.47,323.67,355.49,366.5,370.95,380.51,395.97,420.99
KO,The Coca-Cola Company,82.53,,1,4,3,Neutral,251,Daily,bear,Bearish engulfing,neutral,Significantly below trend,bull,Near 20-period SMA (above),bull,2 open gap(s) below (support),bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Breakout above prior resistance,bull,Outperforming SPY strongly (+4.9% 10-bar),neutral,Intraday only,session,84.04,76.81,bullish,81.28,R 38.2%,79.57,R 61.8%,84.04,E 100.0%,86.01,E 127.2%,88.51,E 161.8%,1.61,2.77,4.23,84.04,E 100.0%,82.33,84.04,82.33,81.28,80.42,79.57,78.36,84.04,86.01,86.8,88.51,91.27,95.74
LMT,Lockheed Martin Corporation,548.68,,1,4,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bull,Near 20-period SMA (above),bear,1 open gap(s) above (resistance),bear,Overbought · Wide divergence,bear,Overbought (> +100),bull,Above SMA (acting as support),bull,Outperforming SPY strongly (+5.0% 10-bar),neutral,Intraday only,session,550.88,510.1,bullish,535.3,R 38.2%,525.68,R 61.8%,550.88,E 100.0%,561.97,E 127.2%,576.08,E 161.8%,1.62,2.77,4.24,550.88,E 100.0%,541.26,550.88,541.26,535.3,530.49,525.68,518.83,550.88,561.97,566.46,576.08,591.66,616.86
